order_id,customer_id,order_status,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_city,customer_state,seller_city,seller_state
45a96807a564f55507a8af6eaf3eb602,0edf76acf81689f330973dd29c6e2093,delivered,2018/4/2 11:48,2018/4/3 15:52,2018/4/23 17:17,2018/4/25 0:00,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2018/4/6 11:48,139,61.35,1,credit_card,10,200.35,informatica_acessorios,59,1893,1,6550,20,20,20,umuarama,PR,ilicinea,MG
d7a3323d7301fb3fcdbba1385ae56042,42c396811787a52f31ecfe9e7e0841d5,delivered,2018/3/19 16:55,2018/3/20 22:22,2018/3/24 19:03,2018/3/29 0:00,1,fd33cf682028dd12dea92f2ec002c6e7,9d4db00d65d7760644ac0c14edb5fd86,2018/3/23 16:55,48.99,8.82,1,credit_card,1,57.81,brinquedos,47,602,1,675,20,16,16,sao paulo,SP,sorocaba,SP
be72521069e30d3926da91a5b86aede1,cf143d2640cfdce2f9573ed4631b2cc1,delivered,2017/12/27 19:06,2018/1/2 19:46,2018/1/8 20:41,2018/1/19 0:00,1,5cd07c84a1c25575ac2fc3fa73f1d952,86bb7c4b535e49a541baf3266b1c95b1,2018/1/3 19:06,597.9,17.21,1,credit_card,10,615.11,brinquedos,63,2873,8,1200,39,22,14,adamantina,SP,franca,SP
a1b97f7eccbf23999b9ab8845ea122ca,c3e6ec183b30f552fdd43a367f096d4a,delivered,2018/4/28 21:15,2018/5/3 15:41,2018/5/16 20:51,2018/5/29 0:00,1,e59dd207c69d86e890febadc796d1078,e9bc59e7b60fc3063eb2290deda4cced,2018/5/3 21:15,148,9.91,1,credit_card,1,157.91,cool_stuff,54,850,1,125,16,12,12,sao paulo,SP,maringa,PR
524b32821380cdcaa2b6d3110eebcd7e,58a3ff566526539c7148b382f2236368,delivered,2017/11/29 23:06,2017/12/1 17:12,2017/12/3 20:03,2017/12/15 0:00,1,96a93504eed4c39c0f000d30277f9104,5b581417df4480f632484ba681e53944,2017/12/5 23:06,99.9,58.9,6,voucher,1,9.11,brinquedos,47,474,2,330,20,14,12,campinas,SP,florianopolis,SC
06a7f7a7fc6a846c853dd6f52a81be06,bc3b33c776afd3818bff753856688345,delivered,2017/2/12 21:50,2017/2/13 11:32,2017/2/15 13:22,2017/3/13 0:00,1,4505df1cf531c9ac32c32384a4d6d54f,08d2d642cf72b622b14dde1d2f5eb2f5,2017/2/17 21:40,14.2,10.96,1,credit_card,1,25.16,papelaria,38,642,2,600,27,4,12,santa fe do sul,SP,marilia,SP
0b4bb296de7b6b5d24103fdd585b1241,a3a2563c24eca97f2b5cf885c2d8ae3d,delivered,2018/2/12 0:28,2018/2/16 17:14,2018/2/23 17:59,2018/3/6 0:00,1,655110abedc57d73d3b2150d8ba2092a,8160255418d5aaa7dbdc9f4c64ebda44,2018/2/16 0:28,99.9,13.72,1,credit_card,8,113.62,cama_mesa_banho,60,314,2,1250,30,10,30,sao paulo,SP,ibitinga,SP
06544096bb7077c0f701d0d6f660e11f,51993c208e83ddc0d8bf2423fae35e87,delivered,2017/3/30 17:15,2017/4/5 7:10,2017/4/10 15:05,2017/4/24 0:00,1,0afdab080dc525494d5a0adc4c1c0854,cca3071e3e9bb7d12640c9fbe2301306,2017/4/7 17:15,83.36,11.97,1,credit_card,9,95.33,cama_mesa_banho,59,554,2,533,52,6,40,sao paulo,SP,ibitinga,SP
1aa3c5dc3d9668e8fa8a0af87a8dbe55,c41a78e907140c86415c4c480cdf14b9,delivered,2018/7/24 10:32,2018/7/24 14:56,2018/7/27 20:31,2018/8/14 0:00,1,fb979d44fd4269b2ea30e300b66c89f3,c5f7e746b7e6d07def6c0dae9903279b,2018/7/30 10:23,49,23.14,1,debit_card,1,72.14,pet_shop,49,294,2,1250,50,4,26,ribeirao preto,SP,curitiba,PR
5f3c3f02ee527647eadaeab108a89f51,14fd66ddf6349b2c9c874aa2094196ae,delivered,2018/8/6 11:05,2018/8/13 9:32,2018/8/17 14:34,2018/8/22 0:00,1,0cf41187284d7f099adc8415a743ebbd,bbad7e518d7af88a0897397ffdca1979,2018/8/13 11:05,35.9,30.53,1,credit_card,4,166.04,bebes,60,644,1,300,16,16,16,belo horizonte,MG,sao paulo,SP
d21bdc8a5aec774d419d8db5455e0ae8,0a828bbe63b1f5310f2bb1fb634ac62e,delivered,2018/2/14 22:07,2018/2/21 23:38,2018/3/8 14:54,2018/4/17 0:00,1,7b35ccd93a2184646c03b70326626923,4d6d651bd7684af3fffabd5f08d12e5a,2018/4/3 21:07,113,34.59,1,credit_card,8,147.59,esporte_lazer,30,2162,1,1563,20,16,17,teresina,PI,jau,SP
2853618de7610a6cb28d21b99bbb4dfe,1c656e83baed5d0044cf64449d4d4d39,delivered,2018/1/30 4:31,2018/1/30 20:18,2018/1/31 18:38,2018/2/19 0:00,1,0e34187d4312b97b5e698836d28ed040,a420f60ff1aa9acc80d0e42959f2b313,2018/2/8 3:55,199,10.21,1,boleto,1,209.21,climatizacao,50,474,2,525,16,17,12,guarulhos,SP,sao paulo,SP
7900ff338051fc207475b59ae5465060,6b8b4a6e41b8917b1d46ab80502aaaa6,delivered,2017/8/29 15:35,2017/8/30 20:47,2017/9/5 22:03,2017/9/22 0:00,1,450a44fbb7995e0ace31991a2bb05470,1b8356dabde1d35e17cef975c3f82730,2017/9/5 15:32,32.99,17.6,1,credit_card,1,50.59,moveis_decoracao,50,446,2,1400,45,5,45,mineiros,GO,sao paulo,SP
af3825173c835f6748e0dfbbfa344d32,e07b6d73f942bcb256228f5717f33537,delivered,2018/7/20 18:50,2018/7/24 10:25,2018/7/27 16:47,2018/8/6 0:00,1,d9cb2ed0c6d5ccdd1da7ae9e8cad120c,b6d44737c043328708f6749c2dbe50bd,2018/7/24 18:50,105,30.82,1,credit_card,2,135.82,utilidades_domesticas,60,446,5,10300,45,28,45,itajuba,MG,santo andre,SP
8b57c0e23a2516e0b9a5259c83fc0883,49673e7454cc72d72b42277eb3c2e871,delivered,2018/3/5 16:35,2018/3/6 20:35,2018/3/16 0:46,2018/3/27 0:00,1,58f1f70c378b16f78eff44c7104aa772,3f3486b61f45078d4f31ee5e43d8c5bb,2018/3/9 16:31,139.99,16.74,1,credit_card,8,156.73,esporte_lazer,53,985,3,1400,34,16,23,sao paulo,SP,sao paulo,SP
d5cb12269711bd1eaf7eed8fd32a7c95,f1622b5b691cbc9c39f10ff359043335,delivered,2018/5/15 17:37,2018/5/16 13:36,2018/5/18 17:12,2018/5/29 0:00,1,79da264732f717f10ebf5d102aa6c32a,562fc2f2c2863ab7e79a9e4388a58a14,2018/5/18 17:31,29.99,12.79,1,credit_card,4,42.78,telefonia,59,675,5,150,17,8,14,taubate,SP,campinas,SP
9fa2ad63a061c20fb72179b9d79bafd3,5e239e1081ebc4189ad528308bcc5444,delivered,2018/8/25 11:15,2018/8/27 15:38,2018/8/29 12:54,2018/8/30 0:00,1,2535db191954746776aa1f51dc1a9651,c1552b1dab6e6f760950368ae61fb600,2018/8/30 11:15,18.9,7.39,1,credit_card,1,26.29,beleza_saude,43,341,1,350,18,14,15,sao paulo,SP,sao jose dos campos,SP
091b6eccc5e978d6c77d8da3f3cec254,177616f0a95f749bea62333503553be0,delivered,2017/7/27 15:23,2017/8/1 13:04,2017/8/11 20:14,2017/8/16 0:00,1,1a640115fd96b578625ee5e51e55877e,50c9975695009e5e6473912e83a6d1da,2017/8/2 15:23,126,47.74,1,credit_card,3,173.74,esporte_lazer,58,671,1,26100,33,10,11,governador valadares,MG,claudio,MG
f7d0eb24b92b2024fc86a38400664675,441de7dcd3d15a1375a2d347b64e21f4,delivered,2017/10/12 12:14,2017/10/16 22:04,2017/10/25 4:20,2017/11/6 0:00,1,0185e6719ca5c224fc53853997fa3f68,4a3ca9315b744ce9f8e9374361493884,2017/10/18 13:14,110,15.52,1,credit_card,3,125.52,cama_mesa_banho,64,319,1,1600,40,15,35,governador valadares,MG,ibitinga,SP
46f25e7d703d3c2141818cd05b8819d8,9e978f16c7aa4947054853572df18e06,delivered,2018/6/19 17:26,2018/6/25 13:11,2018/7/3 20:42,2018/7/18 0:00,1,ed39023ccad37336e78bdacb2e20fa69,ef0ace09169ac090589d85746e3e036f,2018/6/25 17:26,119.9,27.14,1,credit_card,4,147.04,beleza_saude,31,604,1,2500,31,16,21,foz do iguacu,PR,sao goncalo,RJ
0fa61e1ac47c12200902e1f9d6b0e6ad,5ee14eede4d713df2ad505dbd0a2b3df,delivered,2018/4/16 22:32,2018/4/17 20:03,2018/4/20 12:42,2018/5/8 0:00,1,5637032095493f280eae8d9da00da6f1,f262cbc1c910c83959f849465454ddd3,2018/4/22 22:31,49.99,13.71,1,credit_card,1,127.4,malas_acessorios,54,507,1,750,81,6,11,sao carlos,SP,sao paulo,SP
8cb07e7e810ad9e5f33062cb4735d488,7cc773cce3ceea8640c54a88b0f007a9,delivered,2017/1/25 2:42,2017/2/3 10:00,2017/2/8 9:53,2017/3/3 0:00,1,a703f5ade6e4fae527357132230ea778,f4aba7c0bca51484c30ab7bdc34bcdd1,2017/1/28 0:22,23.9,14.52,1,boleto,1,38.42,beleza_saude,57,1271,5,225,45,10,14,araucaria,PR,sao paulo,SP
724c7b9d5d226631f82c0c09a9f51685,ef588805eee0e2362fb49f347db06922,delivered,2018/6/29 16:15,2018/7/2 13:50,2018/7/5 19:16,2018/7/30 0:00,1,27da9ff5303d900602623ce3b731e0bf,adcf50477d6a1f5d91bb9d54c4903cb5,2018/7/5 16:15,86.57,44.41,1,credit_card,6,130.98,utilidades_domesticas,29,415,1,4100,63,25,23,morro agudo,SP,claudio,MG
1c8993cccdbb60c365c24a8d16a27d6e,d40d86343d1aa6a8a3ce63ab5a19d6b4,delivered,2018/2/10 16:55,2018/2/20 0:37,2018/2/27 18:39,2018/4/4 0:00,1,5956cad5849f642bfdf5d50303952beb,4d6d651bd7684af3fffabd5f08d12e5a,2018/3/15 15:55,299.9,13.6,1,credit_card,1,313.5,esporte_lazer,55,2165,2,500,17,17,17,sao paulo,SP,jau,SP
4de1d6ff6036a6aec2cedb92da5f8241,14923ddd6c9bda9ff1a4b2d3ae13bfcc,delivered,2017/8/5 22:37,2017/8/7 15:17,2017/8/23 21:52,2017/9/4 0:00,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2017/8/10 20:30,139.99,45.06,1,credit_card,10,185.05,informatica_acessorios,59,1893,1,6550,20,20,20,barreiras,BA,ilicinea,MG
82ffe097d8ddbf319a523b9bbe7725d5,caed95700dcb091eeaac59a97fe0cb17,delivered,2018/4/24 18:29,2018/4/23 16:52,2018/4/24 17:34,2018/5/8 0:00,1,31cddbc370031fbb839a21441df28015,41e0fa5761c886a630994a55c12087e7,2018/4/27 2:31,84.6,8.89,4,voucher,1,18.49,beleza_saude,45,400,2,433,19,14,15,poa,SP,guaruja,SP
bf941d5fc1bc7b644937b66246ad2150,fdb7df20df882fb648837ef2a96ff36b,delivered,2017/9/29 14:39,2017/10/3 13:46,2017/10/14 12:21,2017/10/24 0:00,1,d63c1011f49d98b976c352955b1c4bea,cc419e0650a3c5ba77189a1882b7556a,2017/10/6 14:39,59.99,15.18,1,credit_card,7,75.17,beleza_saude,57,614,1,950,35,25,20,rio de janeiro,RJ,santo andre,SP
22ed88d1bb8f6269236b8cd268490156,d03487effbe8d229d2a1570825e199d3,delivered,2018/5/12 11:54,2018/5/14 14:23,2018/5/17 17:32,2018/5/24 0:00,1,0ce430e210535c2f40fe2f13ca31b441,23d7c96d4a1160db1c726b248601b25a,2018/5/15 11:54,349.9,19.36,1,credit_card,10,369.26,brinquedos,47,499,1,3675,16,30,42,bauru,SP,capivari,SP
4b707ea4e7c08fa1180bf92bede67da0,1eea1a72f29237e9df4cf1025d118b04,delivered,2018/6/18 12:37,2018/6/19 14:07,2018/6/25 21:48,2018/7/11 0:00,1,2dda8afe04774afea003920be7d6fffb,1835b56ce799e6a4dc4eddc053f04066,2018/6/21 12:31,82.99,14.16,2,credit_card,1,91.7,cama_mesa_banho,55,699,1,1000,16,10,16,sao paulo,SP,ibitinga,SP
b438ae3323566a4e25ebef7b8b3e50e4,1ed2c1a5e5b04ce52f991aaa8a7b2fff,delivered,2018/2/9 2:50,2018/2/9 19:26,2018/2/16 16:53,2018/3/6 0:00,2,8340594577e768fdc5ceb3c3973a064b,b499c00f28f4b7069ff6550af8c1348a,2018/2/15 2:50,59.99,11.92,1,boleto,1,143.82,moveis_decoracao,48,219,3,450,16,5,20,bariri,SP,limeira,SP
da563e750f105c9dd1639bc8723677bb,522a49d1abcff5abae18f39988f43de9,delivered,2018/2/6 20:31,2018/2/22 1:07,2018/3/12 21:58,2018/3/14 0:00,1,a45ce07b9fbd59f065c8fa0c0361506e,cee48807215b30a12ca2ca10ffb5f250,2018/2/21 18:55,110,21.26,1,credit_card,2,131.26,automotivo,54,530,1,2600,35,20,20,betim,MG,guaruja,SP
ee7f3ec19dc1fa90d0ee6316dffbfab9,069cc8646fca6d760e049d8a4bc0c334,delivered,2017/9/21 22:46,2017/9/22 19:16,2017/9/26 21:05,2017/10/13 0:00,1,d8707dd860f966067547d4cff53496f8,31da954dc0855f2495c6310f70a2f931,2017/9/27 22:46,47,11.85,1,credit_card,2,58.85,beleza_saude,55,2908,2,250,24,26,11,sao paulo,SP,araras,SP
4bd13580e951063d19e99e60bc4d1492,1e731fba87f0c669e7909fb9a7ce408d,delivered,2018/8/3 13:50,2018/8/3 15:19,2018/8/6 18:42,2018/8/15 0:00,1,37dffde0476450e75dae423136954b0f,66dc1b1632bd6a3e508510c5b3492107,2018/8/7 13:50,149,29.69,1,credit_card,1,16.4,automotivo,60,1023,5,250,20,20,20,curitiba,PR,jau,SP
6436250baf46915dc740c392fcfc5c1b,99879d2e61034d3570e235ef4b97eefc,delivered,2018/8/22 4:04,2018/8/22 15:18,2018/8/27 20:24,2018/9/3 0:00,1,ae760abaecd982ddef888b342412ee8d,562fc2f2c2863ab7e79a9e4388a58a14,2018/8/24 4:04,39.99,15.38,1,boleto,1,55.37,telefonia,57,361,3,150,21,7,14,rio de janeiro,RJ,campinas,SP
46c7c115d719ca780eebedf719fbd4e1,83cf611a2af4e118b43cf278a15fd5a6,delivered,2017/7/18 9:30,2017/7/19 19:39,2017/7/21 17:43,2017/7/31 0:00,2,fef0296e6442db59700c92c692c90e90,1127b7f2594683f2510f1c2c834a486b,2017/7/24 9:30,25.64,7.78,1,credit_card,4,59.71,construcao_ferramentas_jardim,40,275,1,150,16,4,11,cosmopolis,SP,campinas,SP
cda991534f8532948f833dcfb0f3ad42,0089c34393989276de67746531e0df21,delivered,2017/10/17 22:49,2017/10/23 13:42,2017/10/24 22:04,2017/10/27 0:00,1,2acce4db469045e8f9a863028abce19d,92eb0f42c21942b6552362b9b114707d,2017/10/23 22:49,17.99,9.34,1,credit_card,1,27.33,telefonia,52,434,1,50,19,4,20,carapicuiba,SP,sao paulo,SP
5d36971a31667ce7f86f81d277490e9a,9fccf5db7814eb1c4bfdc6cc2bc04621,delivered,2018/8/4 11:35,2018/8/6 13:59,2018/8/10 1:52,2018/8/14 0:00,1,013ee64977aaa6b2b25475095162e0e9,640e21a7d01df7614a3b4923e990d40c,2018/8/7 11:30,69.99,14.8,1,credit_card,2,84.79,cama_mesa_banho,40,519,2,1350,45,10,55,fernandopolis,SP,ibitinga,SP
5504a1a5092b8696eac00711644d4306,b2ff19f8f1820f92b022f5d33e0d198d,delivered,2017/9/4 13:25,2017/9/5 14:40,2017/9/8 17:43,2017/9/25 0:00,2,351eb84de99fb5e43d8706bc3f41fbff,1da3aeb70d7989d1e6d9b0e887f97c23,2017/9/11 13:25,12.99,5.07,1,debit_card,1,122.31,moveis_decoracao,53,575,1,300,35,10,25,goiania,GO,sao paulo,SP
3673cae7ef1425da5877d8b90e81a3f8,f2c83fb1cadcf99797f5c2874a91cb98,delivered,2018/4/18 9:12,2018/4/24 16:51,2018/4/26 16:48,2018/5/10 0:00,1,f293514e0176006f3af40d473cf24a1e,1c68394e931a64f90ea236c5ea590300,2018/4/26 9:12,67.9,13.6,1,credit_card,1,81.5,informatica_acessorios,60,630,1,188,16,11,12,curitiba,PR,sarandi,PR
309f3a08287b7191569a15914e64c3d2,d5feb26fb82922d91ca38c1ebd732861,delivered,2017/12/20 6:59,2017/12/21 1:52,2018/1/10 18:08,2018/1/12 0:00,1,57d79905de06d8897872c551bfd09358,ea8482cd71df3c1969d7b9473ff13abc,2017/12/27 6:59,24.99,14.1,1,boleto,1,39.09,telefonia,59,540,4,300,17,4,12,brasilia,DF,sao paulo,SP
9bcd65834ef8fc54f03ef36f27bc5645,ec25fe55c673e43d4b3a9bf813cc189c,delivered,2018/3/4 22:15,2018/3/6 19:08,2018/3/29 2:16,2018/3/28 0:00,1,300033210146d71650e4805754be6a45,3be634553519fb6536a03e1358e9fdc7,2018/3/14 22:15,39.9,14.1,1,credit_card,2,54,moveis_decoracao,35,423,1,450,18,16,16,serra,ES,sao paulo,SP
fed4434add09a6f332ea398efd656a5c,5e28dfe12db7fb50a4b2f691faecea5e,delivered,2018/4/8 20:30,2018/4/9 17:52,2018/5/9 19:03,2018/5/2 0:00,1,7a5d2e1e131a860ae7d18f6fffa9d689,d9e7e7778b32987280a6f2cb9a39c57d,2018/4/12 20:30,37,19.04,1,credit_card,5,56.04,beleza_saude,60,575,1,870,25,20,18,fortaleza,CE,sao paulo,SP
3c63400d519c5dd742db492fffc5a49f,3541c8e60ed42dee3390eefb313520c2,delivered,2018/7/7 16:10,2018/7/9 15:32,2018/7/14 16:56,2018/8/1 0:00,1,81ec0756335856bf7e5bd40073652c44,530ec6109d11eaaf87999465c6afee01,2018/7/10 16:10,41.9,19.48,1,credit_card,1,61.38,esporte_lazer,60,326,5,600,40,20,20,valinhos,SP,cascavel,PR
388b2569708a53d1d960db2579b1b2ab,d0dc9ac54813401181711c920b8b5a52,delivered,2017/10/4 3:04,2017/10/6 22:23,2017/10/16 19:46,2017/10/30 0:00,1,afeeea6271148ee1bb15173b8187c431,53243585a1d6dc2643021fd1853d8905,2017/10/10 3:04,215.94,18.79,1,boleto,1,234.73,telefonia,52,1885,1,450,17,3,11,sao luis,MA,lauro de freitas,BA
52e15aec94584413c0d7a661e4b7b4b2,e16f2f49c89ea855b57a42944411bc53,delivered,2018/4/8 22:29,2018/4/10 19:36,2018/4/13 21:09,2018/4/25 0:00,1,df6d00c24fc224b84e9ad17708d0f4d7,f7ccf836d21b2fb1de37564105216cc1,2018/4/12 22:29,43,13.71,1,credit_card,4,56.71,cama_mesa_banho,53,495,1,650,30,4,19,salto,SP,ibitinga,SP
6076a8694fc911c2ed0a2bac1c30a9c5,57934d36535621517dc2b60295108836,delivered,2018/3/15 15:55,2018/3/17 18:58,2018/4/2 21:33,2018/4/11 0:00,1,5e53af05c040b01584b81b3549945faf,c8467937e403e76a8ee9f0ab13f6f5ef,2018/3/21 15:55,29.9,27.08,1,credit_card,1,56.98,construcao_ferramentas_ferramentas,53,470,3,200,16,16,16,marechal candido rondon,PR,pocos de caldas,MG
ba21298fdb05dad91b7b31f4b3b17364,fe25a8b8eb9ca365ba5b01f39f7d0d00,delivered,2018/2/16 8:20,2018/2/20 23:07,2018/2/28 15:42,2018/3/19 0:00,6,b8a0d73b2a06e7910d9864dccdb0cda2,620c87c171fb2a6dd6e8bb4dec959fc6,2018/2/28 6:55,59.9,2.83,1,boleto,1,376.4,beleza_saude,43,295,1,371,20,16,16,manhuacu,MG,petropolis,RJ
17d1c72c26f43dbcb91705626271e2f0,a31825d0c893a0c13dd57cd8a6e22b93,delivered,2017/11/2 17:25,2017/11/3 14:37,2017/11/23 17:41,2017/12/7 0:00,2,6c712952b8ef62f8d06a0314917400c8,620c87c171fb2a6dd6e8bb4dec959fc6,2017/11/8 17:25,79.9,21.3,1,credit_card,2,202.39,beleza_saude,39,608,1,1200,21,13,19,altamira,PA,petropolis,RJ
5705bc62270ffb13ed25996c30d281c6,56b1b47903483551ba7310e09e1c8726,delivered,2018/3/1 21:15,2018/3/2 22:17,2018/3/23 17:41,2018/3/21 0:00,1,90b86c830114ddc888f6380a223ee285,d2374cbcbb3ca4ab1086534108cc3ab7,2018/3/7 21:15,25.9,16.11,1,credit_card,2,42.01,cama_mesa_banho,48,117,1,300,40,4,30,belo horizonte,MG,ibitinga,SP
